"filename", "language", "C++", "Makefile", "Markdown", "comment", "blank", "total"
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/client.cc", "C++", 88, 0, 0, 25, 19, 132
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/client.h", "C++", 70, 0, 0, 0, 17, 87
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/client_test.cc", "C++", 12, 0, 0, 0, 7, 19
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/common/defs.h", "C++", 62, 0, 0, 30, 14, 106
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/common/quiche_circular_deque.h", "C++", 564, 0, 0, 51, 119, 734
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/common/utils.cc", "C++", 45, 0, 0, 1, 7, 53
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/common/utils.h", "C++", 5, 0, 0, 0, 8, 13
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/bandwidth_sampler.cc", "C++", 304, 0, 0, 59, 56, 419
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/bandwidth_sampler.h", "C++", 250, 0, 0, 207, 91, 548
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/bbr2_drain.cc", "C++", 33, 0, 0, 4, 13, 50
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/bbr2_drain.h", "C++", 39, 0, 0, 3, 17, 59
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/bbr2_misc.cc", "C++", 306, 0, 0, 37, 61, 404
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/bbr2_misc.h", "C++", 353, 0, 0, 131, 145, 629
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/bbr2_probe_bw.cc", "C++", 385, 0, 0, 38, 90, 513
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/bbr2_probe_bw.h", "C++", 100, 0, 0, 8, 29, 137
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/bbr2_probe_rtt.cc", "C++", 58, 0, 0, 3, 13, 74
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/bbr2_probe_rtt.h", "C++", 37, 0, 0, 3, 18, 58
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/bbr2_sender.cc", "C++", 279, 0, 0, 34, 54, 367
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/bbr2_sender.h", "C++", 141, 0, 0, 18, 51, 210
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/bbr2_startup.cc", "C++", 101, 0, 0, 21, 17, 139
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/bbr2_startup.h", "C++", 45, 0, 0, 5, 17, 67
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/chrome_bbr_sender.cc", "C++", 515, 0, 0, 95, 90, 700
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/chrome_bbr_sender.h", "C++", 172, 0, 0, 87, 60, 319
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/chrome_windowed_filter.h", "C++", 74, 0, 0, 52, 15, 141
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/cubic_bytes.cc", "C++", 100, 0, 0, 53, 26, 179
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/cubic_bytes.h", "C++", 41, 0, 0, 27, 27, 95
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/general_loss_algorithm.cc", "C++", 134, 0, 0, 26, 25, 185
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/general_loss_algorithm.h", "C++", 66, 0, 0, 18, 23, 107
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/hybrid_slow_start.cc", "C++", 64, 0, 0, 23, 14, 101
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/hybrid_slow_start.h", "C++", 32, 0, 0, 30, 18, 80
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/loss_detection_interface.h", "C++", 31, 0, 0, 11, 14, 56
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/prr_sender.cc", "C++", 38, 0, 0, 12, 9, 59
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/prr_sender.h", "C++", 20, 0, 0, 11, 10, 41
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/rtt_stats.cc", "C++", 97, 0, 0, 14, 19, 130
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/rtt_stats.h", "C++", 60, 0, 0, 31, 29, 120
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/send_algorithm_interface.cc", "C++", 31, 0, 0, 4, 2, 37
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/send_algorithm_interface.h", "C++", 38, 0, 0, 20, 17, 75
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/tcp_cubic_sender_bytes.cc", "C++", 251, 0, 0, 38, 36, 325
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/congestion_control/tcp_cubic_sender_bytes.h", "C++", 92, 0, 0, 29, 35, 156
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/main.cpp", "C++", 13, 0, 0, 6, 7, 26
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/packet/packet.cc", "C++", 18, 0, 0, 0, 7, 25
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/packet/packet.h", "C++", 28, 0, 0, 3, 9, 40
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/packet/packet_maker.cc", "C++", 23, 0, 0, 4, 11, 38
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/packet/packet_maker.h", "C++", 19, 0, 0, 0, 9, 28
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/packet/packet_parser.cc", "C++", 14, 0, 0, 4, 12, 30
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/packet/packet_parser.h", "C++", 17, 0, 0, 0, 10, 27
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/packet_number_indexed_queue.h", "C++", 150, 0, 0, 56, 39, 245
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_bandwidth.cc", "C++", 5, 0, 0, 3, 8, 16
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_bandwidth.h", "C++", 114, 0, 0, 15, 33, 162
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_chromium_clock.cc", "C++", 16, 0, 0, 18, 9, 43
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_chromium_clock.h", "C++", 13, 0, 0, 10, 11, 34
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_clock.cc", "C++", 10, 0, 0, 3, 9, 22
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_clock.h", "C++", 22, 0, 0, 32, 18, 72
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_connection_stats.h", "C++", 87, 0, 0, 94, 40, 221
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_constants.cc", "C++", 13, 0, 0, 3, 8, 24
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_constants.h", "C++", 94, 0, 0, 118, 56, 268
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_packet_number.cc", "C++", 61, 0, 0, 5, 18, 84
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_packet_number.h", "C++", 77, 0, 0, 28, 30, 135
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_sent_packet_manager.cc", "C++", 244, 0, 0, 43, 45, 332
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_sent_packet_manager.h", "C++", 81, 0, 0, 15, 21, 117
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_time.cc", "C++", 46, 0, 0, 4, 15, 65
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_time.h", "C++", 185, 0, 0, 54, 53, 292
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_time_accumulator.h", "C++", 33, 0, 0, 16, 13, 62
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_transmission_info.cc", "C++", 17, 0, 0, 17, 9, 43
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_transmission_info.h", "C++", 19, 0, 0, 22, 14, 55
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_types.h", "C++", 440, 0, 0, 210, 124, 774
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_unacked_packet_map.cc", "C++", 288, 0, 0, 38, 46, 372
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/quic/quic_unacked_packet_map.h", "C++", 110, 0, 0, 105, 67, 282
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/server.cc", "C++", 72, 0, 0, 8, 12, 92
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/server.h", "C++", 28, 0, 0, 3, 14, 45
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/server_test.cc", "C++", 12, 0, 0, 0, 4, 16
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/client.cc", "C++", 88, 0, 0, 25, 19, 132
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/client.h", "C++", 70, 0, 0, 0, 17, 87
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/client_test.cc", "C++", 12, 0, 0, 0, 7, 19
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/common/defs.h", "C++", 62, 0, 0, 30, 14, 106
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/common/quiche_circular_deque.h", "C++", 564, 0, 0, 51, 119, 734
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/common/utils.cc", "C++", 45, 0, 0, 1, 7, 53
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/common/utils.h", "C++", 5, 0, 0, 0, 8, 13
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/bandwidth_sampler.cc", "C++", 304, 0, 0, 59, 56, 419
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/bandwidth_sampler.h", "C++", 250, 0, 0, 207, 91, 548
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/bbr2_drain.cc", "C++", 33, 0, 0, 4, 13, 50
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/bbr2_drain.h", "C++", 39, 0, 0, 3, 17, 59
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/bbr2_misc.cc", "C++", 306, 0, 0, 37, 61, 404
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/bbr2_misc.h", "C++", 353, 0, 0, 131, 145, 629
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/bbr2_probe_bw.cc", "C++", 385, 0, 0, 38, 90, 513
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/bbr2_probe_bw.h", "C++", 100, 0, 0, 8, 29, 137
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/bbr2_probe_rtt.cc", "C++", 58, 0, 0, 3, 13, 74
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/bbr2_probe_rtt.h", "C++", 37, 0, 0, 3, 18, 58
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/bbr2_sender.cc", "C++", 279, 0, 0, 34, 54, 367
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/bbr2_sender.h", "C++", 141, 0, 0, 18, 51, 210
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/bbr2_startup.cc", "C++", 101, 0, 0, 21, 17, 139
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/bbr2_startup.h", "C++", 45, 0, 0, 5, 17, 67
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/chrome_bbr_sender.cc", "C++", 515, 0, 0, 95, 90, 700
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/chrome_bbr_sender.h", "C++", 172, 0, 0, 87, 60, 319
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/chrome_windowed_filter.h", "C++", 74, 0, 0, 52, 15, 141
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/cubic_bytes.cc", "C++", 100, 0, 0, 53, 26, 179
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/cubic_bytes.h", "C++", 41, 0, 0, 27, 27, 95
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/general_loss_algorithm.cc", "C++", 134, 0, 0, 26, 25, 185
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/general_loss_algorithm.h", "C++", 66, 0, 0, 18, 23, 107
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/hybrid_slow_start.cc", "C++", 64, 0, 0, 23, 14, 101
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/hybrid_slow_start.h", "C++", 32, 0, 0, 30, 18, 80
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/loss_detection_interface.h", "C++", 31, 0, 0, 11, 14, 56
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/prr_sender.cc", "C++", 38, 0, 0, 12, 9, 59
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/prr_sender.h", "C++", 20, 0, 0, 11, 10, 41
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/rtt_stats.cc", "C++", 97, 0, 0, 14, 19, 130
"/Users/wushun/Desktop/mySrs/srs/OtherProject/BBR-chrome-main/BBRClient/BBRClient/src/congestion_control/rtt_stats.h", "C++", 60, 0, 0, 31, 29, 120
